,confirmed,estimated_population_2019,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate,longitude,latitude
0,-0.15248199765260986,-0.12813573180727145,-0.12798627380933844,-1.6957831790546338,-0.856767852874768,-0.8950307120794945,1.2047706757223635,-0.8177966184976735
1,-0.1319369482771637,-0.16123927277907016,-0.1614095450072799,-1.680751103747398,0.17308183108650516,-0.6824890223911464,-0.23357542651823976,0.4888511100066572
2,-0.13813588558872072,-0.11848549646999132,-0.11843919025558855,-1.6362561608379795,-0.575565901431306,0.46800838483491186,1.345489308474891,-0.16028765020255148
3,-0.10519296159016053,-0.16505171143083516,-0.1650214966892492,-1.6284394816782168,1.2378247155416469,-0.6362843072415055,1.4105342026329293,-0.29057058624081855
4,-0.0919095244939669,-0.005252664549489121,-0.005264704220549857,-1.6212240855307436,-0.4902528742172068,0.0013407618235387908,0.1814037306241267,0.780309090276558
5,0.45873322126691307,0.44100689549193095,0.4401415064771316,-1.5914605764224166,1.2193751281680456,-0.30361035816409115,-0.04716184717144593,0.8975890806349689
6,-0.13742743561025708,-0.15647372446436392,-0.15608488384231103,-1.5737227275598782,-0.11474244492454465,0.08450924909289237,-1.2424980445618259,-0.9281625581047056
7,0.036674146597187436,0.05081060740994786,0.050101597383346054,-1.5586906522526423,0.6192376137168931,-0.08182772544581479,-0.39427992060423556,0.2481644821341663
8,-0.11015211143940616,-0.13317359716853233,-0.1333957225724756,-1.5289271431443152,0.31182175034029824,-0.26664658604437835,-0.30043721716114186,0.3318557766426659
9,-0.11280879885864488,-0.19485340821315883,-0.19466324100888474,-1.469400124927661,2.3935571113705945,0.0013407618235387908,-1.6166878756190468,-0.27482251432660143
10,-0.13335384823409102,-0.08054832792184771,-0.07989474812828214,-1.4991636340359882,-0.7336087380513588,-0.17885762726006071,-0.581511103369212,-1.338831285495103
11,-0.0929721994616624,-0.14939348125394322,-0.14960711134225338,-1.4396366158193339,1.1678672870034457,-0.07258678241588667,0.5696745094390269,0.3197966366426012
